START_DATE,START_HOUR,START_MINUTE,END_DATE,END_HOUR,END_MINUTE,MONTH,YEAR,CATEGORY*,START*,STOP*,MILES*,PURPOSE*,DURATION,SPEED
2016-01-01,21,11,2016-01-01,21,17,1,2016,Business,Fort Pierce,Fort Pierce,8.207633999999999,Meal/Entertain,6,82.07633999999999
2016-01-02,1,25,2016-01-02,1,37,1,2016,Business,Fort Pierce,Fort Pierce,8.0467,Meal/Entertain,12,40.23349999999999
2016-01-02,20,25,2016-01-02,20,38,1,2016,Business,Fort Pierce,Fort Pierce,7.724831999999999,Errand/Supplies,13,35.653070769230766
2016-01-05,17,31,2016-01-05,17,45,1,2016,Business,Fort Pierce,Fort Pierce,7.563898,Meeting,14,32.41670571428571
2016-01-06,14,42,2016-01-06,15,49,1,2016,Business,Fort Pierce,West Palm Beach,102.51495800000001,Customer Visit,67,91.80444
2016-01-06,17,15,2016-01-06,17,19,1,2016,Business,West Palm Beach,West Palm Beach,6.9201619999999995,Meal/Entertain,4,103.80242999999999
2016-01-06,17,30,2016-01-06,17,35,1,2016,Business,West Palm Beach,Palm Beach,11.426314,Meeting,5,137.115768
2016-01-07,13,27,2016-01-07,13,33,1,2016,Business,Cary,Cary,1.2874720000000002,Meeting,6,12.874720000000002
2016-01-10,8,5,2016-01-10,8,25,1,2016,Business,Cary,Morrisville,13.357522000000001,Meeting,20,40.07256600000001
2016-01-10,12,17,2016-01-10,12,44,1,2016,Business,Jamaica,New York,26.55411,Customer Visit,27,59.00913333333334
2016-01-10,15,8,2016-01-10,15,51,1,2016,Business,New York,Queens,17.380872,Meeting,43,24.252379534883723
2016-01-10,18,18,2016-01-10,18,53,1,2016,Business,Elmhurst,New York,12.07005,Meeting,35,20.691514285714284
2016-01-10,19,12,2016-01-10,19,32,1,2016,Business,Midtown,East Harlem,9.977908000000001,Meeting,20,29.933724000000005
2016-01-11,8,55,2016-01-11,9,21,1,2016,Business,East Harlem,NoMad,10.299776000000001,Temporary Site,26,23.768713846153847
2016-01-11,11,56,2016-01-11,12,3,1,2016,Business,Flatiron District,Midtown,2.5749440000000003,Errand/Supplies,7,22.070948571428573
2016-01-11,13,32,2016-01-11,13,46,1,2016,Business,Midtown,Midtown East,2.735878,Meal/Entertain,14,11.725191428571428
2016-01-11,14,30,2016-01-11,14,43,1,2016,Business,Midtown East,Midtown,3.057746,Meal/Entertain,13,14.112673846153845
2016-01-12,12,33,2016-01-12,12,49,1,2016,Business,Midtown,Hudson Square,3.057746,Meal/Entertain,16,11.466547499999999
2016-01-12,12,53,2016-01-12,13,9,1,2016,Business,Hudson Square,Lower Manhattan,6.43736,Meal/Entertain,16,24.1401
2016-01-12,14,42,2016-01-12,14,56,1,2016,Business,Lower Manhattan,Hudson Square,2.896812,Errand/Supplies,14,12.414908571428573
2016-01-12,15,13,2016-01-12,15,28,1,2016,Business,Hudson Square,Hell's Kitchen,3.8624159999999996,Customer Visit,15,15.449663999999999
2016-01-12,15,42,2016-01-12,15,54,1,2016,Business,Hell's Kitchen,Midtown,3.21868,Errand/Supplies,12,16.0934
2016-01-12,16,2,2016-01-12,17,0,1,2016,Business,New York,Queens County,24.301033999999998,Meeting,58,25.13900068965517
2016-01-13,13,54,2016-01-13,14,7,1,2016,Business,Downtown,Gulfton,18.024607999999997,Meeting,13,83.19049846153844
2016-01-13,15,0,2016-01-13,15,28,1,2016,Business,Gulfton,Downtown,18.990212,Meeting,28,40.69331142857143
2016-01-14,16,29,2016-01-14,17,5,1,2016,Business,Houston,Houston,35.244546,Customer Visit,36,58.74091
2016-01-14,21,39,2016-01-14,21,45,1,2016,Business,Eagan Park,Jamestown Court,6.276426,Errand/Supplies,6,62.76425999999999
2016-01-15,0,41,2016-01-15,1,1,1,2016,Business,Morrisville,Cary,12.87472,Errand/Supplies,20,38.62416
2016-01-15,11,43,2016-01-15,12,3,1,2016,Business,Cary,Durham,16.737136,Meal/Entertain,20,50.211408
2016-01-15,13,26,2016-01-15,13,44,1,2016,Business,Durham,Cary,16.737136,Meal/Entertain,18,55.79045333333333
2016-01-18,14,55,2016-01-18,15,6,1,2016,Business,Cary,Cary,7.724831999999999,Meal/Entertain,11,42.13544727272727
2016-01-18,16,13,2016-01-18,16,24,1,2016,Business,Farmington Woods,Whitebridge,7.563898,Meal/Entertain,11,41.257625454545455
2016-01-19,9,9,2016-01-19,9,23,1,2016,Business,Whitebridge,Lake Wellingborough,11.587248,Meal/Entertain,14,49.65963428571429
2016-01-19,10,55,2016-01-19,11,9,1,2016,Business,Lake Wellingborough,Whitebridge,12.230984,Temporary Site,14,52.418502857142855
2016-01-20,10,36,2016-01-20,11,11,1,2016,Business,Cary,Raleigh,27.519714,Meeting,35,47.17665257142857
2016-01-20,11,48,2016-01-20,12,19,1,2016,Business,Fayetteville Street,Umstead,24.301033999999998,Meeting,31,47.0342593548387
2016-01-20,13,25,2016-01-20,14,19,1,2016,Business,Raleigh,Cary,64.695468,Customer Visit,54,71.88385333333333
2016-01-21,14,25,2016-01-21,14,29,1,2016,Business,Cary,Cary,2.5749440000000003,Errand/Supplies,4,38.62416
2016-01-21,14,43,2016-01-21,14,51,1,2016,Business,Cary,Cary,3.8624159999999996,Meal/Entertain,8,28.96812
2016-01-21,16,1,2016-01-21,16,6,1,2016,Business,Cary,Cary,1.60934,Meal/Entertain,5,19.31208
2016-01-26,10,41,2016-01-26,10,50,1,2016,Business,Whitebridge,Hazelwood,3.21868,Meal/Entertain,9,21.457866666666668
2016-01-26,12,33,2016-01-26,12,41,1,2016,Business,Hazelwood,Whitebridge,3.7014819999999995,Errand/Supplies,8,27.761114999999997
2016-01-26,16,24,2016-01-26,16,32,1,2016,Business,Whitebridge,Westpark Place,3.057746,Errand/Supplies,8,22.933094999999998
2016-01-26,17,17,2016-01-26,17,22,1,2016,Business,Cary,Cary,2.2530759999999996,Errand/Supplies,5,27.036911999999997
2016-01-26,17,27,2016-01-26,17,29,1,2016,Business,Cary,Cary,0.80467,Errand/Supplies,2,24.1401
2016-01-27,9,24,2016-01-27,9,31,1,2016,Business,Cary,Cary,2.896812,Meeting,7,24.829817142857145
2016-01-27,10,19,2016-01-27,10,48,1,2016,Business,Cary,Raleigh,30.094658,Customer Visit,29,62.264809655172414
2016-01-27,12,34,2016-01-27,12,44,1,2016,Business,Fairmont,Meredith Townes,5.471756,Customer Visit,10,32.830536
2016-01-27,14,5,2016-01-27,14,13,1,2016,Business,Raleigh,Raleigh,4.345218,Customer Visit,8,32.589135
2016-01-27,14,46,2016-01-27,15,8,1,2016,Business,Raleigh,Cary,20.760486,Customer Visit,22,56.619507272727276
2016-01-28,12,28,2016-01-28,13,0,1,2016,Business,Cary,Raleigh,30.57746,Temporary Site,32,57.3327375
2016-01-28,15,11,2016-01-28,15,31,1,2016,Business,Meredith Townes,Leesville Hollow,23.657297999999997,Meeting,20,70.97189399999999
2016-01-28,16,21,2016-01-28,16,51,1,2016,Business,Raleigh,Cary,25.266638,Meeting,30,50.533276
2016-01-29,9,31,2016-01-29,9,45,1,2016,Business,Cary,Cary,7.402963999999999,Customer Visit,14,31.726988571428567
2016-01-29,10,56,2016-01-29,11,7,1,2016,Business,Cary,Cary,8.368568,Meeting,11,45.64673454545455
2016-01-29,11,43,2016-01-29,12,3,1,2016,Business,Cary,Durham,16.737136,Meeting,20,50.211408
2016-01-29,13,24,2016-01-29,13,47,1,2016,Business,Durham,Cary,16.254334,Meeting,23,42.40261043478261
2016-01-29,18,31,2016-01-29,18,52,1,2016,Business,Cary,Apex,9.334171999999999,Errand/Supplies,21,26.669062857142855
2016-01-29,21,21,2016-01-29,21,40,1,2016,Business,Apex,Cary,8.85137,Meal/Entertain,19,27.951694736842104
2016-01-30,16,21,2016-01-30,16,33,1,2016,Business,Cary,Apex,9.173238,Errand/Supplies,12,45.866189999999996
2016-01-30,18,9,2016-01-30,18,24,1,2016,Business,Apex,Cary,9.173238,Customer Visit,15,36.692952
2016-02-01,10,35,2016-02-01,11,15,2,2016,Business,Cary,Chapel Hill,31.221196,Customer Visit,40,46.831794
2016-02-01,12,10,2016-02-01,12,43,2,2016,Business,Chapel Hill,Cary,37.497622,Customer Visit,33,68.17749454545454
2016-02-01,12,56,2016-02-01,13,7,2,2016,Business,Northwoods,Whitebridge,6.276426,Meal/Entertain,11,34.23505090909091
2016-02-02,13,4,2016-02-02,13,23,2,2016,Business,Whitebridge,Williamsburg Manor,13.357522000000001,Meeting,19,42.181648421052635
2016-02-02,13,51,2016-02-02,14,6,2,2016,Business,Cary,Cary,9.65604,Errand/Supplies,15,38.62416
2016-02-02,14,38,2016-02-02,14,42,2,2016,Business,Cary,Cary,2.5749440000000003,Errand/Supplies,4,38.62416
2016-02-04,8,40,2016-02-04,9,1,2,2016,Business,Cary,Morrisville,8.368568,Errand/Supplies,21,23.910194285714287
2016-02-04,9,37,2016-02-04,10,9,2,2016,Business,Morrisville,Cary,15.610598,Meal/Entertain,32,29.269871249999998
2016-02-04,10,26,2016-02-04,10,32,2,2016,Business,Cary,Cary,2.5749440000000003,Meal/Entertain,6,25.749440000000003
2016-02-04,15,59,2016-02-04,16,3,2,2016,Business,Cary,Cary,1.7702740000000001,Meal/Entertain,4,26.55411
2016-02-04,16,35,2016-02-04,16,39,2,2016,Business,Cary,Cary,2.5749440000000003,Meal/Entertain,4,38.62416
2016-02-04,18,4,2016-02-04,18,31,2,2016,Business,Whitebridge,Macgregor Downs,14.48406,Meeting,27,32.1868
2016-02-04,20,36,2016-02-04,20,55,2,2016,Business,Cary,Cary,12.391918,Meeting,19,39.13237263157895
2016-02-05,11,47,2016-02-05,12,7,2,2016,Business,Cary,Durham,16.737136,Meeting,20,50.211408
2016-02-05,13,22,2016-02-05,13,41,2,2016,Business,Durham,Cary,16.737136,Meeting,19,52.854113684210525
2016-02-06,16,20,2016-02-06,16,53,2,2016,Business,Cary,Raleigh,18.346476,Between Offices,33,33.35722909090909
2016-02-06,18,57,2016-02-06,19,21,2,2016,Business,Raleigh,Cary,14.48406,Errand/Supplies,24,36.21015
2016-02-06,19,28,2016-02-06,19,37,2,2016,Business,Edgehill Farms,Whitebridge,5.149888000000001,Meal/Entertain,9,34.33258666666667
2016-02-07,16,49,2016-02-07,17,1,2,2016,Business,Cary,Apex,9.012303999999999,Errand/Supplies,12,45.06151999999999
2016-02-07,18,3,2016-02-07,18,17,2,2016,Business,Apex,Cary,9.173238,Customer Visit,14,39.31387714285714
2016-02-07,18,39,2016-02-07,18,53,2,2016,Business,Cary,Morrisville,9.816974,Temporary Site,14,42.072745714285716
2016-02-07,20,22,2016-02-07,20,40,2,2016,Business,Morrisville,Cary,9.816974,Meeting,18,32.72324666666667
2016-02-08,12,57,2016-02-08,13,8,2,2016,Business,Whitebridge,Edgehill Farms,6.9201619999999995,Meal/Entertain,11,37.74633818181818
2016-02-08,14,0,2016-02-08,14,10,2,2016,Business,Edgehill Farms,Whitebridge,4.345218,Meal/Entertain,10,26.071308000000002
2016-02-09,10,54,2016-02-09,11,7,2,2016,Personal,Whitebridge,Northwoods,8.529501999999999,Meal/Entertain,13,39.3669323076923
2016-02-09,11,43,2016-02-09,11,50,2,2016,Personal,Northwoods,Tanglewood,4.82802,Meal/Entertain,7,41.383028571428575
2016-02-09,13,36,2016-02-09,13,52,2,2016,Personal,Tanglewood,Preston,8.207633999999999,Meal/Entertain,16,30.778627499999995
2016-02-09,13,58,2016-02-09,14,2,2,2016,Personal,Preston,Whitebridge,2.41401,Meal/Entertain,4,36.210150000000006
2016-02-09,18,55,2016-02-09,19,11,2,2016,Business,Cary,Morrisville,9.816974,Meal/Entertain,16,36.8136525
2016-02-09,20,24,2016-02-09,20,40,2,2016,Business,Morrisville,Cary,9.816974,Meal/Entertain,16,36.8136525
2016-02-11,16,28,2016-02-11,17,10,2,2016,Business,Cary,Raleigh,27.841582000000002,Meal/Entertain,42,39.77368857142858
2016-02-11,17,49,2016-02-11,18,10,2,2016,Business,Eastgate,Walnut Terrace,9.173238,Meal/Entertain,21,26.209251428571427
2016-02-11,18,24,2016-02-11,18,46,2,2016,Business,Raleigh,Morrisville,21.72609,Temporary Site,22,59.25297272727273
2016-02-11,20,36,2016-02-11,20,51,2,2016,Business,Morrisville,Cary,9.816974,Temporary Site,15,39.267896
2016-02-12,8,21,2016-02-12,8,42,2,2016,Business,Cary,Durham,13.67939,Temporary Site,21,39.08397142857143
2016-02-12,10,45,2016-02-12,10,52,2,2016,Business,Durham,Morrisville,4.184284,Temporary Site,7,35.865291428571425
2016-02-12,11,14,2016-02-12,11,35,2,2016,Business,Morrisville,Raleigh,27.35878,Customer Visit,21,78.16794285714286
2016-02-12,13,2,2016-02-12,13,36,2,2016,Business,Raleigh,Cary,28.96812,Meeting,34,51.12021176470588
2016-02-12,14,49,2016-02-12,15,6,2,2016,Business,Cary,Morrisville,13.518456,Meeting,17,47.71219764705883
2016-02-12,15,33,2016-02-12,16,6,2,2016,Business,Morrisville,Cary,18.50741,Customer Visit,33,33.64983636363636
2016-02-13,14,21,2016-02-13,14,41,2,2016,Business,Cary,Morrisville,14.323126,Meeting,20,42.969378000000006
2016-02-13,23,45,2016-02-14,0,1,2,2016,Personal,East Elmhurst,Jackson Heights,4.345218,Meeting,-1424,-0.18308502808988764
2016-02-14,0,50,2016-02-14,1,0,2,2016,Personal,Jackson Heights,East Elmhurst,2.896812,Meeting,10,17.380872000000004
2016-02-14,14,7,2016-02-14,14,40,2,2016,Business,East Elmhurst,New York,13.035654,Meeting,33,23.701189090909086
2016-02-14,14,46,2016-02-14,15,3,2,2016,Business,Midtown,Midtown West,3.21868,Meeting,17,11.360047058823529
2016-02-14,16,35,2016-02-14,17,2,2,2016,Business,New York,Long Island City,20.92142,Meeting,27,46.492044444444446
2016-02-14,17,6,2016-02-14,17,29,2,2016,Business,Long Island City,Jamaica,22.369826,Meeting,23,58.35606782608695
2016-02-16,3,21,2016-02-16,4,13,2,2016,Business,Katunayaka,Unknown Location,70.328158,Customer Visit,52,81.14787461538461
2016-02-16,8,29,2016-02-16,9,34,2,2016,Business,Unknown Location,Colombo,22.691694,Customer Visit,65,20.946179076923077
2016-02-16,10,31,2016-02-16,10,41,2,2016,Business,Colombo,Colombo,4.184284,Customer Visit,10,25.105704
2016-02-16,11,32,2016-02-16,12,2,2,2016,Business,Colombo,Colombo,7.24203,Customer Visit,30,14.48406
2016-02-16,12,39,2016-02-16,12,42,2,2016,Business,Colombo,Colombo,2.735878,Customer Visit,3,54.71756
2016-02-16,13,43,2016-02-16,13,55,2,2016,Business,Colombo,Colombo,2.896812,Temporary Site,12,14.48406
2016-02-16,16,34,2016-02-16,17,10,2,2016,Business,Colombo,Colombo,9.65604,Temporary Site,36,16.093400000000003
2016-02-16,17,17,2016-02-16,17,26,2,2016,Business,Colombo,Nugegoda,1.7702740000000001,Meal/Entertain,9,11.801826666666669
2016-02-16,17,40,2016-02-16,17,44,2,2016,Business,Nugegoda,Unknown Location,5.793624,Errand/Supplies,4,86.90436000000001
2016-02-17,13,18,2016-02-17,14,4,2,2016,Business,Unknown Location,Colombo,23.657297999999997,Temporary Site,46,30.8573452173913
2016-02-17,15,17,2016-02-17,15,22,2,2016,Business,Colombo,Colombo,2.735878,Meal/Entertain,5,32.830536
2016-02-17,15,33,2016-02-17,16,17,2,2016,Business,Colombo,Katunayaka,34.439876,Temporary Site,44,46.96346727272727
2016-02-17,16,38,2016-02-17,16,43,2,2016,Business,Katunayaka,Katunayaka,0.80467,Errand/Supplies,5,9.65604
2016-02-18,8,19,2016-02-18,8,27,2,2016,Business,Unknown Location,Unknown Location,37.81949,Temporary Site,8,283.646175
2016-02-18,14,3,2016-02-18,14,45,2,2016,Business,Unknown Location,Islamabad,20.438617999999998,Temporary Site,42,29.198025714285713
2016-02-18,15,16,2016-02-18,15,31,2,2016,Business,Islamabad,Unknown Location,9.65604,Temporary Site,15,38.62416
2016-02-18,18,44,2016-02-18,18,58,2,2016,Business,Unknown Location,Islamabad,8.368568,Customer Visit,14,35.865291428571425
2016-02-18,19,27,2016-02-18,20,8,2,2016,Business,Islamabad,Unknown Location,16.0934,Meeting,41,23.55131707317073
2016-02-19,9,2,2016-02-19,9,14,2,2016,Business,Unknown Location,Unknown Location,29.450922000000002,Meeting,12,147.25461
2016-02-19,9,21,2016-02-19,9,51,2,2016,Business,Unknown Location,Unknown Location,18.024607999999997,Meeting,30,36.049215999999994
2016-02-19,10,21,2016-02-19,10,48,2,2016,Business,Unknown Location,Islamabad,12.230984,Meeting,27,27.179964444444444
2016-02-19,11,20,2016-02-19,11,26,2,2016,Personal,Islamabad,Islamabad,2.41401,Meeting,6,24.1401
2016-02-19,11,45,2016-02-19,11,50,2,2016,Personal,Islamabad,Islamabad,1.60934,Meeting,5,19.31208
2016-02-19,12,9,2016-02-19,12,27,2,2016,Business,Islamabad,Unknown Location,11.748182,Temporary Site,18,39.160606666666666
2016-02-19,16,26,2016-02-19,16,45,2,2016,Business,Unknown Location,Islamabad,5.63269,Temporary Site,19,17.78744210526316
2016-02-19,17,9,2016-02-19,17,20,2,2016,Business,Islamabad,Islamabad,6.759228,Temporary Site,11,36.86851636363637
2016-02-19,20,8,2016-02-19,20,30,2,2016,Personal,Islamabad,Unknown Location,21.887024,Temporary Site,22,59.69188363636364
2016-02-19,20,34,2016-02-19,20,51,2,2016,Personal,Unknown Location,Unknown Location,4.02335,Temporary Site,17,14.200058823529412
2016-02-20,7,59,2016-02-20,8,32,2,2016,Personal,Unknown Location,Islamabad,23.174496,Temporary Site,33,42.13544727272727
2016-02-20,10,48,2016-02-20,10,56,2,2016,Personal,Islamabad,Islamabad,4.82802,Temporary Site,8,36.210150000000006
2016-02-20,11,45,2016-02-20,11,53,2,2016,Personal,Islamabad,Islamabad,2.41401,Temporary Site,8,18.105075000000003
2016-02-20,12,41,2016-02-20,13,17,2,2016,Business,Islamabad,R?walpindi,29.611855999999996,Temporary Site,36,49.35309333333333
2016-02-20,14,50,2016-02-20,15,54,2,2016,Business,R?walpindi,R?walpindi,37.175754000000005,Meeting,64,34.852269375000006
2016-02-20,16,59,2016-02-20,17,54,2,2016,Personal,R?walpindi,Unknown Location,26.55411,Meeting,55,28.968120000000003
2016-02-20,18,0,2016-02-20,18,3,2,2016,Business,Unknown Location,Unknown Location,5.149888000000001,Errand/Supplies,3,102.99776000000001
2016-02-20,19,28,2016-02-20,19,49,2,2016,Business,Unknown Location,Unknown Location,12.391918,Errand/Supplies,21,35.405480000000004
2016-02-21,9,7,2016-02-21,9,46,2,2016,Business,Unknown Location,Islamabad,23.33543,Errand/Supplies,39,35.900661538461534
2016-02-21,11,39,2016-02-21,11,43,2,2016,Business,Unknown Location,Islamabad,3.8624159999999996,Errand/Supplies,4,57.93624
2016-02-21,11,47,2016-02-21,12,1,2,2016,Business,Islamabad,Islamabad,7.402963999999999,Errand/Supplies,14,31.726988571428567
2016-02-21,12,13,2016-02-21,12,35,2,2016,Business,Islamabad,Unknown Location,14.162192000000001,Meal/Entertain,22,38.62416
2016-02-21,12,51,2016-02-21,13,12,2,2016,Business,Unknown Location,Unknown Location,13.357522000000001,Temporary Site,21,38.164348571428576
2016-02-21,13,33,2016-02-21,14,30,2,2016,Business,Unknown Location,Unknown Location,36.532018,Temporary Site,57,38.45475578947369
2016-02-21,14,36,2016-02-21,15,3,2,2016,Business,Unknown Location,Islamabad,20.92142,Temporary Site,27,46.492044444444446
2016-02-21,15,14,2016-02-21,15,31,2,2016,Business,Islamabad,Noorpur Shahan,13.035654,Temporary Site,17,46.008190588235294
2016-02-21,15,36,2016-02-21,15,41,2,2016,Business,Noorpur Shahan,Unknown Location,3.5405480000000003,Meal/Entertain,5,42.48657600000001
2016-02-21,16,4,2016-02-21,16,32,2,2016,Business,Unknown Location,Unknown Location,15.610598,Meal/Entertain,28,33.45128142857143
2016-02-21,23,15,2016-02-21,23,52,2,2016,Business,Unknown Location,R?walpindi,32.1868,Meeting,37,52.19481081081081
2016-02-22,21,54,2016-02-22,22,9,2,2016,Business,Morrisville,Cary,13.035654,Customer Visit,15,52.142616
2016-02-24,14,30,2016-02-24,14,35,2,2016,Business,Whitebridge,Preston,2.41401,Customer Visit,5,28.968120000000003
2016-02-24,15,19,2016-02-24,15,25,2,2016,Business,Preston,Whitebridge,2.735878,Errand/Supplies,6,27.35878
2016-02-25,16,27,2016-02-25,16,35,2,2016,Business,Whitebridge,Heritage Pines,4.9889540000000006,Errand/Supplies,8,37.41715500000001
2016-02-25,16,47,2016-02-25,17,2,2,2016,Business,Heritage Pines,Whitebridge,5.149888000000001,Errand/Supplies,15,20.599552000000003
2016-02-25,17,16,2016-02-25,17,36,2,2016,Business,Whitebridge,Tanglewood,9.65604,Meal/Entertain,20,28.968120000000003
2016-02-25,18,22,2016-02-25,18,39,2,2016,Business,Tanglewood,Whitebridge,9.334171999999999,Meal/Entertain,17,32.944136470588234
2016-02-26,9,6,2016-02-26,9,29,2,2016,Business,Whitebridge,Westpark Place,10.138842,Meal/Entertain,23,26.44915304347826
2016-02-26,11,5,2016-02-26,11,11,2,2016,Personal,Westpark Place,Whitebridge,2.735878,Meal/Entertain,6,27.35878
2016-02-26,11,35,2016-02-26,11,59,2,2016,Business,Cary,Durham,17.059003999999998,Meeting,24,42.64750999999999
2016-02-26,13,1,2016-02-26,13,24,2,2016,Business,Durham,Cary,15.932466,Meeting,23,41.56295478260869
2016-02-26,14,38,2016-02-26,14,46,2,2016,Personal,Whitebridge,Westpark Place,3.057746,Meeting,8,22.933094999999998
2016-02-26,15,0,2016-02-26,15,18,2,2016,Personal,Westpark Place,Hazelwood,6.759228,Meeting,18,22.53076
2016-02-26,17,1,2016-02-26,17,12,2,2016,Personal,Hazelwood,Whitebridge,3.21868,Meeting,11,17.556436363636365
2016-02-28,5,22,2016-02-28,5,38,2,2016,Business,Whitebridge,Waverly Place,12.391918,Meeting,16,46.4696925
2016-02-28,9,26,2016-02-28,9,42,2,2016,Business,Waverly Place,Whitebridge,10.943512,Meeting,16,41.03817
2016-02-29,11,7,2016-02-29,11,14,2,2016,Personal,Whitebridge,Westpark Place,3.379614,Meeting,7,28.96812
2016-02-29,11,30,2016-02-29,11,40,2,2016,Business,Cary,Apex,6.115492,Meeting,10,36.692952
2016-02-29,12,36,2016-02-29,12,48,2,2016,Business,Apex,Cary,9.012303999999999,Meeting,12,45.06151999999999
2016-02-29,14,55,2016-02-29,15,3,2,2016,Business,Whitebridge,Hazelwood,4.184284,Meeting,8,31.38213
2016-02-29,16,40,2016-02-29,17,0,2,2016,Business,Hazelwood,Whitebridge,10.621644,Customer Visit,20,31.864932
2016-03-01,18,47,2016-03-01,19,10,3,2016,Business,Whitebridge,Wayne Ridge,12.87472,Meal/Entertain,23,33.58622608695652
2016-03-01,21,27,2016-03-01,21,45,3,2016,Business,Wayne Ridge,Whitebridge,12.87472,Meeting,18,42.915733333333336
2016-03-03,9,45,2016-03-03,9,52,3,2016,Personal,Whitebridge,Westpark Place,3.5405480000000003,Meeting,7,30.34755428571429
2016-03-03,11,4,2016-03-03,11,10,3,2016,Business,Westpark Place,Whitebridge,3.7014819999999995,Errand/Supplies,6,37.01481999999999
2016-03-03,14,44,2016-03-03,14,58,3,2016,Business,Whitebridge,Northwoods,8.368568,Meal/Entertain,14,35.865291428571425
2016-03-03,15,27,2016-03-03,15,48,3,2016,Business,Cary,Raleigh,12.230984,Customer Visit,21,34.94566857142857
2016-03-03,16,2,2016-03-03,16,42,3,2016,Business,Raleigh,Cary,27.841582000000002,Meeting,40,41.762373000000004
2016-03-04,7,47,2016-03-04,8,6,3,2016,Business,Cary,Durham,15.932466,Meeting,19,50.31305052631579
2016-03-04,9,46,2016-03-04,10,3,3,2016,Business,Durham,Cary,15.932466,Customer Visit,17,56.23223294117647
2016-03-04,11,46,2016-03-04,12,6,3,2016,Business,Cary,Durham,16.737136,Meeting,20,50.211408
2016-03-04,13,3,2016-03-04,13,25,3,2016,Business,Durham,Cary,17.541806,Meeting,22,47.8412890909091
2016-03-04,13,40,2016-03-04,14,9,3,2016,Business,Cary,Raleigh,25.266638,Customer Visit,29,52.27580275862069
2016-03-04,15,56,2016-03-04,16,8,3,2016,Business,Raleigh,Raleigh,7.885766,Meal/Entertain,12,39.42883
2016-03-04,16,16,2016-03-04,16,22,3,2016,Business,Fayetteville Street,Depot Historic District,1.2874720000000002,Errand/Supplies,6,12.874720000000002
2016-03-04,16,43,2016-03-04,17,12,3,2016,Business,Raleigh,Cary,21.72609,Meeting,29,44.95053103448276
2016-03-04,19,2,2016-03-04,19,8,3,2016,Business,Cary,Morrisville,3.057746,Temporary Site,6,30.57746
2016-03-04,19,16,2016-03-04,19,25,3,2016,Business,Morrisville,Cary,3.21868,Meal/Entertain,9,21.457866666666668
2016-03-05,11,44,2016-03-05,11,59,3,2016,Business,Cary,Morrisville,10.46071,Meal/Entertain,15,41.84284
2016-03-05,12,57,2016-03-05,13,12,3,2016,Personal,Weston,Weston,6.759228,Meal/Entertain,15,27.036912
2016-03-05,14,8,2016-03-05,14,18,3,2016,Personal,Morrisville,Cary,5.63269,Meal/Entertain,10,33.79614
2016-03-05,14,39,2016-03-05,15,1,3,2016,Business,Whitebridge,Wayne Ridge,12.552852,Meal/Entertain,22,34.23505090909091
2016-03-05,16,52,2016-03-05,17,13,3,2016,Business,Cary,Morrisville,12.552852,Meal/Entertain,21,35.86529142857143
2016-03-05,17,23,2016-03-05,17,34,3,2016,Business,Morrisville,Cary,6.276426,Meal/Entertain,11,34.23505090909091
2016-03-07,9,10,2016-03-07,9,20,3,2016,Business,Whitebridge,Edgehill Farms,4.506151999999999,Errand/Supplies,10,27.036911999999997
2016-03-07,9,23,2016-03-07,9,47,3,2016,Business,Cary,Raleigh,19.955816000000002,Customer Visit,24,49.889540000000004
2016-03-07,12,10,2016-03-07,12,26,3,2016,Business,Fayetteville Street,Meredith Townes,9.495106,Customer Visit,16,35.6066475
2016-03-07,13,57,2016-03-07,14,18,3,2016,Business,Meredith Townes,Leesville Hollow,15.127796,Meeting,21,43.22227428571429
2016-03-07,15,19,2016-03-07,15,45,3,2016,Business,Raleigh,Cary,19.151146,Between Offices,26,44.194952307692304
2016-03-08,14,38,2016-03-08,14,55,3,2016,Business,Whitebridge,Waverly Place,11.587248,Between Offices,17,40.89616941176471
2016-03-08,15,35,2016-03-08,16,0,3,2016,Business,Waverly Place,Whitebridge,12.230984,Meal/Entertain,25,29.354361599999997
2016-03-08,16,13,2016-03-08,16,25,3,2016,Personal,Whitebridge,Whitebridge,2.5749440000000003,Meal/Entertain,12,12.874720000000002
2016-03-10,3,36,2016-03-10,3,53,3,2016,Business,Cary,Morrisville,13.518456,Meeting,17,47.71219764705883
2016-03-10,10,8,2016-03-10,10,37,3,2016,Business,East Austin,West University,20.599552000000003,Meeting,29,42.619762758620695
2016-03-10,14,39,2016-03-10,14,55,3,2016,Business,West University,South Congress,3.7014819999999995,Meeting,16,13.880557499999998
2016-03-10,16,18,2016-03-10,16,28,3,2016,Business,South Congress,Arts District,2.5749440000000003,Meeting,10,15.449664000000002
2016-03-11,9,47,2016-03-11,9,59,3,2016,Business,The Drag,Congress Ave District,3.21868,Meal/Entertain,12,16.0934
2016-03-11,10,29,2016-03-11,10,36,3,2016,Business,Congress Ave District,Downtown,1.2874720000000002,Meal/Entertain,7,11.035474285714287
2016-03-11,11,57,2016-03-11,12,4,3,2016,Business,Downtown,Red River District,1.9312079999999998,Meal/Entertain,7,16.553211428571426
2016-03-11,13,43,2016-03-11,13,51,3,2016,Business,Red River District,Downtown,1.60934,Meal/Entertain,8,12.07005
2016-03-11,19,21,2016-03-11,19,35,3,2016,Business,South Congress,The Drag,3.379614,Meal/Entertain,14,14.48406
