START_DATE,START_HOUR,START_MINUTE,END_DATE,END_HOUR,END_MINUTE,MONTH,YEAR,CATEGORY*,START*,STOP*,MILES*,PURPOSE*,DURATION,SPEED
2016-12-22,19,4,2016-12-22,19,50,12,2016,Business,Unknown Location,Lahore,22.53076,Meeting,46,29.387947826086954
2016-12-22,21,41,2016-12-22,21,53,12,2016,Business,Lahore,Lahore,3.379614,Meal/Entertain,12,16.89807
2016-12-22,23,27,2016-12-22,23,32,12,2016,Business,Lahore,Lahore,3.379614,Customer Visit,5,40.555368
2016-12-23,9,21,2016-12-23,9,41,12,2016,Business,Lahore,Lahore,4.82802,Meeting,20,14.484060000000001
2016-12-23,11,33,2016-12-23,11,58,12,2016,Business,Lahore,Unknown Location,9.977908000000001,Meeting,25,23.9469792
2016-12-23,14,15,2016-12-23,15,25,12,2016,Business,Unknown Location,Unknown Location,15.449663999999999,Meeting,70,13.24256914285714
2016-12-23,16,23,2016-12-23,16,34,12,2016,Business,Unknown Location,Unknown Location,2.092142,Errand/Supplies,11,11.411683636363637
2016-12-23,17,34,2016-12-23,18,27,12,2016,Business,Unknown Location,Lahore,11.426314,Meal/Entertain,53,12.935449811320755
2016-12-24,7,43,2016-12-24,8,4,12,2016,Business,Lahore,Unknown Location,10.138842,Meal/Entertain,21,28.968120000000003
2016-12-24,9,19,2016-12-24,9,55,12,2016,Business,Unknown Location,Lahore,17.219938,Meal/Entertain,36,28.699896666666667
2016-12-24,10,34,2016-12-24,10,53,12,2016,Business,Lahore,Lahore,8.529501999999999,Meal/Entertain,19,26.935269473684208
2016-12-24,12,51,2016-12-24,12,53,12,2016,Business,Lahore,Lahore,2.5749440000000003,Errand/Supplies,2,77.24832
2016-12-24,13,8,2016-12-24,13,29,12,2016,Business,Lahore,Lahore,5.793624,Errand/Supplies,21,16.55321142857143
2016-12-24,17,12,2016-12-24,17,27,12,2016,Business,Lahore,Lahore,2.735878,Errand/Supplies,15,10.943512
2016-12-24,19,12,2016-12-24,19,27,12,2016,Business,Lahore,Lahore,4.667085999999999,Meal/Entertain,15,18.668343999999998
2016-12-24,22,4,2016-12-24,22,9,12,2016,Business,Lahore,Lahore,0.9656039999999999,Errand/Supplies,5,11.587247999999999
2016-12-25,0,10,2016-12-25,0,14,12,2016,Business,Lahore,Lahore,0.9656039999999999,Errand/Supplies,4,14.48406
2016-12-25,19,15,2016-12-25,19,26,12,2016,Business,Lahore,Lahore,3.7014819999999995,Meal/Entertain,11,20.189901818181816
2016-12-25,21,58,2016-12-25,22,4,12,2016,Business,Lahore,Lahore,3.7014819999999995,Meal/Entertain,6,37.01481999999999
2016-12-26,8,30,2016-12-26,8,41,12,2016,Business,Lahore,Lahore,5.149888000000001,Meal/Entertain,11,28.090298181818188
2016-12-26,9,5,2016-12-26,9,19,12,2016,Business,Lahore,Lahore,9.977908000000001,Customer Visit,14,42.762462857142864
2016-12-26,10,15,2016-12-26,10,36,12,2016,Business,Lahore,Lahore,12.391918,Customer Visit,21,35.405480000000004
2016-12-26,11,29,2016-12-26,11,42,12,2016,Business,Lahore,Lahore,6.115492,Customer Visit,13,28.22534769230769
2016-12-26,13,9,2016-12-26,13,43,12,2016,Business,Lahore,Unknown Location,12.713786,Meeting,34,22.436092941176472
2016-12-27,7,2,2016-12-27,7,14,12,2016,Business,Kar?chi,Kar?chi,7.885766,Temporary Site,12,39.42883
2016-12-27,8,37,2016-12-27,8,59,12,2016,Business,Kar?chi,Kar?chi,8.0467,Meal/Entertain,22,21.945545454545456
2016-12-27,12,53,2016-12-27,12,57,12,2016,Business,Kar?chi,Kar?chi,0.9656039999999999,Meal/Entertain,4,14.48406
2016-12-27,14,49,2016-12-27,15,3,12,2016,Business,Kar?chi,Unknown Location,4.9889540000000006,Customer Visit,14,21.381231428571432
2016-12-27,16,34,2016-12-27,16,58,12,2016,Business,Unknown Location,Kar?chi,12.713786,Meeting,24,31.784465
2016-12-27,19,19,2016-12-27,19,50,12,2016,Business,Kar?chi,Kar?chi,8.85137,Customer Visit,31,17.131683870967738
2016-12-28,8,34,2016-12-28,9,6,12,2016,Business,Kar?chi,Unknown Location,16.576202000000002,Meal/Entertain,32,31.080378750000005
2016-12-28,11,42,2016-12-28,12,12,12,2016,Business,Unknown Location,Kar?chi,16.737136,Errand/Supplies,30,33.474272
2016-12-28,13,53,2016-12-28,14,1,12,2016,Business,Kar?chi,Kar?chi,3.21868,Errand/Supplies,8,24.1401
2016-12-28,15,4,2016-12-28,15,39,12,2016,Business,Kar?chi,Unknown Location,13.67939,Meal/Entertain,35,23.450382857142856
2016-12-28,17,2,2016-12-28,17,16,12,2016,Business,Unknown Location,Kar?chi,7.0810960000000005,Errand/Supplies,14,30.34755428571429
2016-12-28,18,33,2016-12-28,18,56,12,2016,Business,Kar?chi,Kar?chi,6.115492,Errand/Supplies,23,15.953457391304346
2016-12-28,22,44,2016-12-28,23,18,12,2016,Business,Kar?chi,Kar?chi,8.207633999999999,Errand/Supplies,34,14.484059999999998
2016-12-29,0,49,2016-12-29,1,6,12,2016,Business,Kar?chi,Kar?chi,6.115492,Errand/Supplies,17,21.584089411764705
2016-12-29,9,44,2016-12-29,10,7,12,2016,Business,Kar?chi,Unknown Location,18.668343999999998,Meal/Entertain,23,48.700027826086945
2016-12-29,11,28,2016-12-29,12,0,12,2016,Business,Unknown Location,Kar?chi,19.151146,Meal/Entertain,32,35.90839875
2016-12-29,12,25,2016-12-29,12,33,12,2016,Business,Kar?chi,Kar?chi,2.2530759999999996,Errand/Supplies,8,16.898069999999997
2016-12-29,13,17,2016-12-29,13,24,12,2016,Business,Kar?chi,Kar?chi,1.7702740000000001,Errand/Supplies,7,15.173777142857144
2016-12-29,13,56,2016-12-29,14,11,12,2016,Business,Kar?chi,Kar?chi,6.598293999999999,Airport/Travel,15,26.393175999999997
2016-12-29,14,42,2016-12-29,14,58,12,2016,Business,Kar?chi,Kar?chi,9.816974,Between Offices,16,36.8136525
2016-12-29,15,5,2016-12-29,15,16,12,2016,Business,Kar?chi,Kar?chi,2.092142,Errand/Supplies,11,11.411683636363637
2016-12-29,18,59,2016-12-29,19,14,12,2016,Business,Kar?chi,Unknown Location,4.82802,Meal/Entertain,15,19.31208
2016-12-29,19,50,2016-12-29,20,10,12,2016,Business,Unknown Location,Kar?chi,6.598293999999999,Customer Visit,20,19.794881999999998
2016-12-29,20,15,2016-12-29,20,45,12,2016,Business,Kar?chi,Kar?chi,11.587248,Meeting,30,23.174496
2016-12-29,20,53,2016-12-29,21,42,12,2016,Business,Kar?chi,Unknown Location,10.299776000000001,Meeting,49,12.6119706122449
2016-12-29,23,14,2016-12-29,23,47,12,2016,Business,Unknown Location,Kar?chi,20.760486,Meeting,33,37.74633818181818
2016-12-30,10,15,2016-12-30,10,33,12,2016,Business,Kar?chi,Kar?chi,4.506151999999999,Errand/Supplies,18,15.020506666666664
2016-12-30,11,31,2016-12-30,11,56,12,2016,Business,Kar?chi,Kar?chi,4.667085999999999,Errand/Supplies,25,11.201006399999999
2016-12-30,15,41,2016-12-30,16,3,12,2016,Business,Kar?chi,Kar?chi,7.402963999999999,Errand/Supplies,22,20.189901818181816
2016-12-30,16,45,2016-12-30,17,8,12,2016,Business,Kar?chi,Kar?chi,7.402963999999999,Meeting,23,19.312079999999995
2016-12-30,23,6,2016-12-30,23,10,12,2016,Business,Kar?chi,Kar?chi,1.2874720000000002,Customer Visit,4,19.31208
2016-12-31,1,7,2016-12-31,1,14,12,2016,Business,Kar?chi,Kar?chi,1.1265379999999998,Meeting,7,9.656039999999999
2016-12-31,13,24,2016-12-31,13,42,12,2016,Business,Kar?chi,Unknown Location,6.276426,Temporary Site,18,20.92142
2016-12-31,15,3,2016-12-31,15,38,12,2016,Business,Unknown Location,Unknown Location,26.071308,Meeting,35,44.69367085714285
2016-12-31,21,32,2016-12-31,21,50,12,2016,Business,Katunayake,Gampaha,10.299776000000001,Temporary Site,18,34.33258666666667
2016-12-31,22,8,2016-12-31,23,51,12,2016,Business,Gampaha,Ilukwatta,77.570188,Temporary Site,103,45.1865172815534
